pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
1649	The girl is recklessly jumping onto a vehicle	One girl is jumping on the car	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A girl is jumping onto a car.	A girl jumps on a car.	SEMEVAL	SEMEVAL	TRAIN
1650	The girl isn't jumping onto the car recklessly	One girl is jumping on the car	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A girl jumps on a car.	A girl is jumping onto a car.	SEMEVAL	SEMEVAL	TRAIN
1651	A car is riskily jumping over a girl	One girl is jumping on the car	NEUTRAL	2.9	A_neutral_B	B_neutral_A	A girl jumps on a car.	A girl is jumping onto a car.	SEMEVAL	SEMEVAL	TRAIN
1652	The girl is recklessly jumping onto a car	One girl is jumping on the car	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A girl is jumping onto a car.	A girl jumps on a car.	SEMEVAL	SEMEVAL	TRAIN
1653	One woman is slowly peeling a potato	One woman is peeling a potato	ENTAILMENT	4.7	A_entails_B	B_neutral_A	A woman is peeling a potato.	A woman is peeling a potato.	SEMEVAL	SEMEVAL	TRAIN
1654	One woman is peeling a potato	There is no woman peeling a potato	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	A woman is peeling a potato.	A woman is peeling a potato.	SEMEVAL	SEMEVAL	TEST
1655	A woman is throwing a potato peel	One woman is peeling a potato	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A woman is peeling a potato.	A woman is peeling a potato.	SEMEVAL	SEMEVAL	TRAIN
1656	A woman is peeling the potato	The potato is being peeled by a woman	ENTAILMENT	4.9	A_entails_B	B_entails_A	A woman peels a potato.	A woman peels a potato.	SEMEVAL	SEMEVAL	TEST
1657	The potato is being peeled by a woman	The potato isn't being peeled by a woman	CONTRADICTION	3.2	A_contradicts_B	B_contradicts_A	A woman peels a potato.	A woman peels a potato.	SEMEVAL	SEMEVAL	TRAIN
1658	A woman is peeling the potato	One woman is peeling a potato	ENTAILMENT	4.9	A_entails_B	B_entails_A	A woman is peeling a potato.	A woman peels a potato.	SEMEVAL	SEMEVAL	TEST
1659	One woman is peeling a potato	The potato isn't being peeled by a woman	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A woman is peeling a potato.	A woman peels a potato.	SEMEVAL	SEMEVAL	TRAIN
1660	One woman is slowly peeling a potato	The potato is being peeled by a woman	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A woman peels a potato.	A woman is peeling a potato.	SEMEVAL	SEMEVAL	TRAIN
1661	There is no woman peeling a potato	The potato is being peeled by a woman	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A woman peels a potato.	A woman is peeling a potato.	SEMEVAL	SEMEVAL	TRAIN
1662	The potato is being peeled by a woman	A woman is throwing a potato peel	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A woman peels a potato.	A woman is peeling a potato.	SEMEVAL	SEMEVAL	TEST
1663	The potato is being peeled by a woman	One woman is peeling a potato	ENTAILMENT	4.8	A_entails_B	B_entails_A	A woman is peeling a potato.	A woman peels a potato.	SEMEVAL	SEMEVAL	TRAIN
1664	A boat is sailing quietly over the water	A boat is sailing peacefully over the water	ENTAILMENT	4.8	A_entails_B	B_entails_A	A boat sails along the water.	A boat sails along the water.	SEMEVAL	SEMEVAL	TEST
1665	A boat is sailing peacefully over the water	A boat is anchored	NEUTRAL	3.3	A_contradicts_B	B_neutral_A	A boat sails along the water.	A boat sails along the water.	SEMEVAL	SEMEVAL	TEST
1666	A boat's sail is being reflected by the peaceful water	A boat is sailing peacefully over the water	ENTAILMENT	3.5	A_entails_B	B_neutral_A	A boat sails along the water.	A boat sails along the water.	SEMEVAL	SEMEVAL	TEST
1667	The guitar is being played by the man	The guitar is being played by a man	ENTAILMENT	4.9	A_entails_B	B_entails_A	The man is playing the guitar.	The man is playing the guitar.	SEMEVAL	SEMEVAL	TEST
1668	The guitar is being played by the man	The guitar is being played by nobody	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	The man is playing the guitar.	The man is playing the guitar.	SEMEVAL	SEMEVAL	TRAIN
1669	The guitar is being played by the man	The man is a guitar player	ENTAILMENT	4.8	A_entails_B	B_entails_A	The man is playing the guitar.	The man is playing the guitar.	SEMEVAL	SEMEVAL	TRAIN
1670	A boat is sailing peacefully over the water	The guitar is being played by a man	NEUTRAL	1	A_neutral_B	B_neutral_A	A boat sails along the water.	The man is playing the guitar.	SEMEVAL	SEMEVAL	TRAIN
1671	The guitar is being played by nobody	A boat is sailing peacefully over the water	NEUTRAL	1	A_neutral_B	B_neutral_A	A boat sails along the water.	The man is playing the guitar.	SEMEVAL	SEMEVAL	TRAIN
1672	The man is a guitar player	A boat is sailing peacefully over the water	NEUTRAL	1	A_neutral_B	B_neutral_A	The man is playing the guitar.	The man is playing the guitar.	SEMEVAL	SEMEVAL	TEST
1673	A boat is sailing quietly over the water	The guitar is being played by the man	NEUTRAL	1	A_neutral_B	B_neutral_A	The man is playing the guitar.	A boat sails along the water.	SEMEVAL	SEMEVAL	TRAIN
1674	A boat is anchored	The guitar is being played by the man	NEUTRAL	1	A_neutral_B	B_neutral_A	The man is playing the guitar.	A boat sails along the water.	SEMEVAL	SEMEVAL	TEST
1675	A boat's sail is being reflected by the peaceful water	The guitar is being played by the man	NEUTRAL	1	A_neutral_B	B_neutral_A	The man is playing the guitar.	A boat sails along the water.	SEMEVAL	SEMEVAL	TRAIN
1676	A boat is sailing peacefully over the water	The guitar is being played by the man	NEUTRAL	1.1	A_neutral_B	B_neutral_A	A boat sails along the water.	The man is playing the guitar.	SEMEVAL	SEMEVAL	TRIAL
1677	The man is pouring oil on a few tomatoes	One person pours oil on a few tomatoes	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A man pours oil on some tomatos.	A man pours oil on some tomatos.	SEMEVAL	SEMEVAL	TRAIN
1678	A man isn't pouring oil on the tomatoes.	The man is pouring oil on a few tomatoes	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A man pours oil on some tomatos.	A man pours oil on some tomatos.	SEMEVAL	SEMEVAL	TEST
1679	The man is pouring oil on a few tomatoes	Few men like pouring tomato oil	NEUTRAL	3.9	A_neutral_B	B_neutral_A	A man pours oil on some tomatos.	A man pours oil on some tomatos.	SEMEVAL	SEMEVAL	TEST
1680	Some oil is being poured on the tomatoes by the man	The man is pouring some oil on the tomatoes	ENTAILMENT	4.8	A_entails_B	B_entails_A	The man poured oil on the cut tomatoes.	The man poured oil on the cut tomatoes.	SEMEVAL	SEMEVAL	TRAIN
1681	There is no man pouring some oil on the tomatoes	The man is pouring some oil on the tomatoes	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	The man poured oil on the cut tomatoes.	The man poured oil on the cut tomatoes.	SEMEVAL	SEMEVAL	TEST
1682	The man is pouring some oil on the tomatoes	Somebody is pouring tomato oil on the man	NEUTRAL	2.4	A_neutral_B	B_neutral_A	The man poured oil on the cut tomatoes.	The man poured oil on the cut tomatoes.	SEMEVAL	SEMEVAL	TRAIN
1683	Some oil is being poured on the tomatoes by the man	The man is pouring oil on a few tomatoes	ENTAILMENT	4.9	A_entails_B	B_entails_A	A man pours oil on some tomatos.	The man poured oil on the cut tomatoes.	SEMEVAL	SEMEVAL	TEST
1684	The man is pouring oil on a few tomatoes	There is no man pouring some oil on the tomatoes	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A man pours oil on some tomatos.	The man poured oil on the cut tomatoes.	SEMEVAL	SEMEVAL	TEST
1685	The man is pouring oil on a few tomatoes	Somebody is pouring tomato oil on the man	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A man pours oil on some tomatos.	The man poured oil on the cut tomatoes.	SEMEVAL	SEMEVAL	TEST
1686	The man is pouring some oil on the tomatoes	One person pours oil on a few tomatoes	ENTAILMENT	4.3	A_entails_B	B_neutral_A	The man poured oil on the cut tomatoes.	A man pours oil on some tomatos.	SEMEVAL	SEMEVAL	TEST
1687	The man is pouring some oil on the tomatoes	A man isn't pouring oil on the tomatoes.	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	The man poured oil on the cut tomatoes.	A man pours oil on some tomatos.	SEMEVAL	SEMEVAL	TRAIN
1688	Few men like pouring tomato oil	The man is pouring some oil on the tomatoes	NEUTRAL	2.8	A_neutral_B	B_neutral_A	The man poured oil on the cut tomatoes.	A man pours oil on some tomatos.	SEMEVAL	SEMEVAL	TEST
1689	The man is pouring oil on a few tomatoes	The man is pouring some oil on the tomatoes	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A man pours oil on some tomatos.	The man poured oil on the cut tomatoes.	SEMEVAL	SEMEVAL	TEST
1690	The milk is being drunk by a cat	The cat is drinking some milk	ENTAILMENT	5	A_entails_B	B_entails_A	A cat is drinking milk.	A cat is drinking milk.	SEMEVAL	SEMEVAL	TRIAL
1691	There is no milk being drunk by a cat	The milk is being drunk by a cat	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A cat is drinking milk.	A cat is drinking milk.	SEMEVAL	SEMEVAL	TRAIN
1692	The milk is being drunk by a cat	A drunk man is milking a cat	NEUTRAL	2.4	A_neutral_B	B_neutral_A	A cat is drinking milk.	A cat is drinking milk.	SEMEVAL	SEMEVAL	TEST
1693	A kitten is drinking fresh milk	A little cat is drinking fresh milk	ENTAILMENT	4.465	A_entails_B	B_neutral_A	A kitten is drinking milk.	A kitten is drinking milk.	SEMEVAL	SEMEVAL	TEST
1694	A kitten is drinking fresh milk	There is no kitten drinking milk	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A kitten is drinking milk.	A kitten is drinking milk.	SEMEVAL	SEMEVAL	TRAIN
1695	Milk is a kitten's drink	A kitten is drinking fresh milk	NEUTRAL	4	A_neutral_B	B_neutral_A	A kitten is drinking milk.	A kitten is drinking milk.	SEMEVAL	SEMEVAL	TEST
1696	A little cat is drinking fresh milk	The milk is being drunk by a cat	ENTAILMENT	4.2	A_entails_B	B_neutral_A	A cat is drinking milk.	A kitten is drinking milk.	SEMEVAL	SEMEVAL	TEST
1697	There is no kitten drinking milk	The milk is being drunk by a cat	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A cat is drinking milk.	A kitten is drinking milk.	SEMEVAL	SEMEVAL	TRAIN
1698	Milk is a kitten's drink	The milk is being drunk by a cat	NEUTRAL	3.9	A_neutral_B	B_neutral_A	A cat is drinking milk.	A kitten is drinking milk.	SEMEVAL	SEMEVAL	TEST
1699	A kitten is drinking fresh milk	The cat is drinking some milk	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A kitten is drinking milk.	A cat is drinking milk.	SEMEVAL	SEMEVAL	TEST
1700	A kitten is drinking fresh milk	There is no milk being drunk by a cat	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A kitten is drinking milk.	A cat is drinking milk.	SEMEVAL	SEMEVAL	TRAIN
1701	A kitten is drinking fresh milk	A drunk man is milking a cat	NEUTRAL	1.7	A_neutral_B	B_neutral_A	A kitten is drinking milk.	A cat is drinking milk.	SEMEVAL	SEMEVAL	TEST
1702	A kitten is drinking fresh milk	The milk is being drunk by a cat	ENTAILMENT	4.2	A_entails_B	B_neutral_A	A cat is drinking milk.	A kitten is drinking milk.	SEMEVAL	SEMEVAL	TRAIN
1703	A man is emptying a container made of plastic completely	A man is emptying a container made of plastic	ENTAILMENT	4.7	A_entails_B	B_entails_A	A man is emptying a plastic container.	A man is emptying a plastic container.	SEMEVAL	SEMEVAL	TRIAL
1704	A man is emptying a container made of plastic	A man is filling a container made of plastic	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	A man is emptying a plastic container.	A man is emptying a plastic container.	SEMEVAL	SEMEVAL	TEST
1705	A frog is being held carelessly by a man	A man is carelessly holding a frog	ENTAILMENT	4.8	A_entails_B	B_entails_A	A man is holding a frog.	A man is holding a frog.	SEMEVAL	SEMEVAL	TRAIN
1706	A man is carelessly holding a frog	A man is carelessly dropping a frog	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A man is holding a frog.	A man is holding a frog.	SEMEVAL	SEMEVAL	TRAIN
1707	A man is emptying a container made of plastic	A frog is being held carelessly by a man	NEUTRAL	1.1	A_neutral_B	B_neutral_A	A man is emptying a plastic container.	A man is holding a frog.	SEMEVAL	SEMEVAL	TRAIN
1708	A man is emptying a container made of plastic	A man is carelessly dropping a frog	NEUTRAL	1.2	A_neutral_B	B_neutral_A	A man is emptying a plastic container.	A man is holding a frog.	SEMEVAL	SEMEVAL	TRAIN
1709	A man is carelessly holding a frog	A man is emptying a container made of plastic completely	NEUTRAL	1.4	A_neutral_B	B_neutral_A	A man is holding a frog.	A man is emptying a plastic container.	SEMEVAL	SEMEVAL	TEST
1710	A man is carelessly holding a frog	A man is filling a container made of plastic	NEUTRAL	1.2	A_neutral_B	B_neutral_A	A man is holding a frog.	A man is emptying a plastic container.	SEMEVAL	SEMEVAL	TEST
1711	A man is emptying a container made of plastic	A man is carelessly holding a frog	NEUTRAL	1.1	A_neutral_B	B_neutral_A	A man is emptying a plastic container.	A man is holding a frog.	SEMEVAL	SEMEVAL	TRIAL
1712	A man is slicing an onion	An onion is being sliced by a man	ENTAILMENT	4.9	A_entails_B	B_entails_A	A man cuts an onion.	A man cuts an onion.	SEMEVAL	SEMEVAL	TRAIN
1713	A man is slicing an onion	There is no man slicing an onion	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A man cuts an onion.	A man cuts an onion.	SEMEVAL	SEMEVAL	TEST
1714	A man is eating onion slices	A man is slicing an onion	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A man cuts an onion.	A man cuts an onion.	SEMEVAL	SEMEVAL	TRAIN
1715	An onion is being cut by a man	The onion is being cut by the man	ENTAILMENT	4.9	A_entails_B	B_entails_A	A man is cutting an onion.	A man is cutting an onion.	SEMEVAL	SEMEVAL	TRAIN
1716	No onion is being cut by a man	An onion is being cut by a man	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	A man is cutting an onion.	A man is cutting an onion.	SEMEVAL	SEMEVAL	TRAIN
1717	A man is slicing an onion	The onion is being cut by the man	ENTAILMENT	5	A_entails_B	B_entails_A	A man cuts an onion.	A man is cutting an onion.	SEMEVAL	SEMEVAL	TEST
1718	A man is slicing an onion	No onion is being cut by a man	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A man cuts an onion.	A man is cutting an onion.	SEMEVAL	SEMEVAL	TEST
1719	An onion is being sliced by a man	An onion is being cut by a man	ENTAILMENT	4.8	A_entails_B	B_entails_A	A man is cutting an onion.	A man cuts an onion.	SEMEVAL	SEMEVAL	TRAIN
1720	There is no man slicing an onion	An onion is being cut by a man	CONTRADICTION	2.6	A_contradicts_B	B_contradicts_A	A man is cutting an onion.	A man cuts an onion.	SEMEVAL	SEMEVAL	TEST
1721	An onion is being cut by a man	A man is eating onion slices	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A man is cutting an onion.	A man cuts an onion.	SEMEVAL	SEMEVAL	TRAIN
1722	An onion is being cut by a man	A man is slicing an onion	ENTAILMENT	4.8	A_entails_B	B_entails_A	A man cuts an onion.	A man is cutting an onion.	SEMEVAL	SEMEVAL	TEST
1723	A man is recklessly riding a horse	A person is recklessly riding a horse	ENTAILMENT	4.2	A_entails_B	B_neutral_A	A man is riding on a horse.	A man is riding on a horse.	SEMEVAL	SEMEVAL	TRAIN
1724	A man is recklessly riding a horse	There is no man recklessly riding a horse	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	A man is riding on a horse.	A man is riding on a horse.	SEMEVAL	SEMEVAL	TRAIN
1725	The elephant is being ridden by the woman	The woman is riding the elephant	ENTAILMENT	4.8	A_entails_B	B_entails_A	A woman is riding an elephant.	A woman is riding an elephant.	SEMEVAL	SEMEVAL	TEST
1726	The elephant is being ridden by the woman	The elephant isn't being ridden by the woman	CONTRADICTION	2.9	A_contradicts_B	B_contradicts_A	A woman is riding an elephant.	A woman is riding an elephant.	SEMEVAL	SEMEVAL	TEST
1727	The elephant is being ridden by the woman	The elephant is being ridden over a woman	NEUTRAL	3.015	A_neutral_B	B_neutral_A	A woman is riding an elephant.	A woman is riding an elephant.	SEMEVAL	SEMEVAL	TEST
1728	The woman is riding the elephant	A man is recklessly riding a horse	NEUTRAL	1.8	A_neutral_B	B_neutral_A	A man is riding on a horse.	A woman is riding an elephant.	SEMEVAL	SEMEVAL	TEST
1729	A man is recklessly riding a horse	The elephant isn't being ridden by the woman	NEUTRAL	1.4	A_neutral_B	B_neutral_A	A man is riding on a horse.	A woman is riding an elephant.	SEMEVAL	SEMEVAL	TRAIN
1730	The elephant is being ridden over a woman	A man is recklessly riding a horse	NEUTRAL	1.5	A_neutral_B	B_neutral_A	A woman is riding an elephant.	A woman is riding an elephant.	SEMEVAL	SEMEVAL	TEST
1731	The elephant is being ridden by the woman	A person is recklessly riding a horse	NEUTRAL	1.8	A_neutral_B	B_neutral_A	A woman is riding an elephant.	A man is riding on a horse.	SEMEVAL	SEMEVAL	TEST
1732	The elephant is being ridden by the woman	There is no man recklessly riding a horse	NEUTRAL	1.8	A_neutral_B	B_neutral_A	A woman is riding an elephant.	A man is riding on a horse.	SEMEVAL	SEMEVAL	TEST
1733	A man is recklessly riding a horse	The elephant is being ridden by the woman	NEUTRAL	1	A_neutral_B	B_neutral_A	A man is riding on a horse.	A woman is riding an elephant.	SEMEVAL	SEMEVAL	TRAIN
1734	Someone is feeding an animal	Someone is giving food to an animal	ENTAILMENT	4.7	A_entails_B	B_entails_A	Someone is feeding a animal.	Someone is feeding a animal.	SEMEVAL	SEMEVAL	TEST
1735	Someone is giving food to an animal	Nobody is feeding an animal	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	Someone is feeding a animal.	Someone is feeding a animal.	SEMEVAL	SEMEVAL	TEST
1736	Somebody is playing the piano	The piano is being played by someone	ENTAILMENT	5	A_entails_B	B_entails_A	Someone is playing a piano.	Someone is playing a piano.	SEMEVAL	SEMEVAL	TRAIN
1737	The piano isn't being played by anyone	The piano is being played by someone	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	Someone is playing a piano.	Someone is playing a piano.	SEMEVAL	SEMEVAL	TEST
1738	Someone is giving food to an animal	Somebody is playing the piano	NEUTRAL	1.3	A_neutral_B	B_neutral_A	Someone is feeding a animal.	Someone is playing a piano.	SEMEVAL	SEMEVAL	TEST
1739	Someone is giving food to an animal	The piano isn't being played by anyone	NEUTRAL	1	A_neutral_B	B_neutral_A	Someone is feeding a animal.	Someone is playing a piano.	SEMEVAL	SEMEVAL	TEST
1740	The piano is being played by someone	Someone is feeding an animal	NEUTRAL	1	A_neutral_B	B_neutral_A	Someone is playing a piano.	Someone is feeding a animal.	SEMEVAL	SEMEVAL	TEST
1741	The piano is being played by someone	Nobody is feeding an animal	NEUTRAL	1	A_neutral_B	B_neutral_A	Someone is playing a piano.	Someone is feeding a animal.	SEMEVAL	SEMEVAL	TRAIN
1742	The piano is being played by someone	Someone is giving food to an animal	NEUTRAL	1	A_neutral_B	B_neutral_A	Someone is feeding a animal.	Someone is playing a piano.	SEMEVAL	SEMEVAL	TEST
1743	A man is pushing the buttons of a microwave	The buttons of a microwave are being pushed by a man	ENTAILMENT	4.8	A_entails_B	B_entails_A	A man is pressing microwave buttons.	A man is pressing microwave buttons.	SEMEVAL	SEMEVAL	TEST
1744	A man is pushing the buttons of a microwave	There is no man is pushing the buttons of a microwave	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	A man is pressing microwave buttons.	A man is pressing microwave buttons.	SEMEVAL	SEMEVAL	TEST
1745	A man is pushing the buttons of a microwave	A man is being pushed toward the buttons of a microwave	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A man is pressing microwave buttons.	A man is pressing microwave buttons.	SEMEVAL	SEMEVAL	TEST
1746	One man is turning on the microwave	One man is powering the microwave	ENTAILMENT	4.5	A_entails_B	B_entails_A	A man turns on the microwave.	A man turns on the microwave.	SEMEVAL	SEMEVAL	TEST
1747	One man is turning on the microwave	One man is turning off the microwave	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	A man turns on the microwave.	A man turns on the microwave.	SEMEVAL	SEMEVAL	TRAIN
1748	A man is pushing the buttons of a microwave	One man is powering the microwave	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A man is pressing microwave buttons.	A man turns on the microwave.	SEMEVAL	SEMEVAL	TEST
1749	A man is pushing the buttons of a microwave	One man is turning off the microwave	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A man is pressing microwave buttons.	A man turns on the microwave.	SEMEVAL	SEMEVAL	TEST
1750	One man is turning on the microwave	The buttons of a microwave are being pushed by a man	ENTAILMENT	4.2	A_entails_B	B_neutral_A	A man turns on the microwave.	A man is pressing microwave buttons.	SEMEVAL	SEMEVAL	TEST
1751	One man is turning on the microwave	There is no man is pushing the buttons of a microwave	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A man turns on the microwave.	A man is pressing microwave buttons.	SEMEVAL	SEMEVAL	TRAIN
1752	A man is being pushed toward the buttons of a microwave	One man is turning on the microwave	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A man turns on the microwave.	A man is pressing microwave buttons.	SEMEVAL	SEMEVAL	TEST
1753	One man is turning on the microwave	A man is pushing the buttons of a microwave	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A man is pressing microwave buttons.	A man turns on the microwave.	SEMEVAL	SEMEVAL	TRAIN
1754	A flute is being played in a lovely way by a girl	A flute is being played by a girl	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A girl is playing a flute.	A girl is playing a flute.	SEMEVAL	SEMEVAL	TRIAL
1755	A flute is being played by a girl	A flute is being put away by a girl	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	A girl is playing a flute.	A girl is playing a flute.	SEMEVAL	SEMEVAL	TRAIN
1756	A flute is being played by a girl	A girl is making a flute which is not to be played	NEUTRAL	3.8	A_contradicts_B	B_neutral_A	A girl is playing a flute.	A girl is playing a flute.	SEMEVAL	SEMEVAL	TRAIN
1757	One woman is practicing with a flute	One woman is playing a flute	ENTAILMENT	4.485	A_entails_B	B_neutral_A	A woman is playing the flute.	A woman is playing the flute.	SEMEVAL	SEMEVAL	TRAIN
1758	There is no woman playing a flute	One woman is playing a flute	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	A woman is playing the flute.	A woman is playing the flute.	SEMEVAL	SEMEVAL	TEST
1759	A flute is being played by a girl	One woman is practicing with a flute	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A girl is playing a flute.	A woman is playing the flute.	SEMEVAL	SEMEVAL	TRAIN
1760	A flute is being played by a girl	There is no woman playing a flute	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A girl is playing a flute.	A woman is playing the flute.	SEMEVAL	SEMEVAL	TEST
1761	A flute is being played in a lovely way by a girl	One woman is playing a flute	ENTAILMENT	3.7	A_entails_B	B_neutral_A	A woman is playing the flute.	A girl is playing a flute.	SEMEVAL	SEMEVAL	TEST
1762	One woman is playing a flute	A flute is being put away by a girl	NEUTRAL	2.3	A_neutral_B	B_neutral_A	A woman is playing the flute.	A girl is playing a flute.	SEMEVAL	SEMEVAL	TEST
1763	A girl is making a flute which is not to be played	One woman is playing a flute	NEUTRAL	2.7	A_neutral_B	B_neutral_A	A woman is playing the flute.	A girl is playing a flute.	SEMEVAL	SEMEVAL	TEST
1764	One woman is playing a flute	A flute is being played by a girl	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A woman is playing the flute.	A girl is playing a flute.	SEMEVAL	SEMEVAL	TEST
1765	A boy is happily playing the piano	One boy is happily playing a piano	ENTAILMENT	5	A_entails_B	B_entails_A	A boy is playing the piano.	A boy is playing the piano.	SEMEVAL	SEMEVAL	TRAIN
1766	The boy isn't playing the piano happily	A boy is happily playing the piano	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A boy is playing the piano.	A boy is playing the piano.	SEMEVAL	SEMEVAL	TRAIN
1767	The play is about a happy boy playing the piano	A boy is happily playing the piano	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A boy is playing the piano.	A boy is playing the piano.	SEMEVAL	SEMEVAL	TEST
1768	A piano is being played by a man	A piano is being played by a person	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A man is playing a piano.	A man is playing a piano.	SEMEVAL	SEMEVAL	TEST
1769	A piano is being played by a man	A piano isn't being played by a man	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A man is playing a piano.	A man is playing a piano.	SEMEVAL	SEMEVAL	TEST
1770	The piano player is being a tough man	A piano is being played by a man	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A man is playing a piano.	A man is playing a piano.	SEMEVAL	SEMEVAL	TEST
1771	A boy is happily playing the piano	A piano is being played by a person	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A boy is playing the piano.	A man is playing a piano.	SEMEVAL	SEMEVAL	TRAIN
1772	A boy is happily playing the piano	A piano isn't being played by a man	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A boy is playing the piano.	A man is playing a piano.	SEMEVAL	SEMEVAL	TRAIN
1773	A boy is happily playing the piano	The piano player is being a tough man	NEUTRAL	2.1	A_neutral_B	B_neutral_A	A boy is playing the piano.	A man is playing a piano.	SEMEVAL	SEMEVAL	TRAIN
1774	A piano is being played by a man	One boy is happily playing a piano	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A man is playing a piano.	A boy is playing the piano.	SEMEVAL	SEMEVAL	TEST
1775	The boy isn't playing the piano happily	A piano is being played by a man	NEUTRAL	2.4	A_neutral_B	B_neutral_A	A man is playing a piano.	A boy is playing the piano.	SEMEVAL	SEMEVAL	TEST
1776	A piano is being played by a man	The play is about a happy boy playing the piano	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A man is playing a piano.	A boy is playing the piano.	SEMEVAL	SEMEVAL	TRAIN
1777	A boy is happily playing the piano	A piano is being played by a man	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A boy is playing the piano.	A man is playing a piano.	SEMEVAL	SEMEVAL	TRAIN
1778	A cheetah is breathlessly chasing its prey across a field	A cheetah is chasing its prey across a field	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A cheetah chases prey on across a field.	A cheetah chases prey on across a field.	SEMEVAL	SEMEVAL	TEST
1779	A cheetah is shaken off by its prey across a field.	A cheetah is chasing its prey across a field	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A cheetah chases prey on across a field.	A cheetah chases prey on across a field.	SEMEVAL	SEMEVAL	TEST
1780	A cheetah is quickly running behind its prey.	The cheetah is running quickly behind its prey	ENTAILMENT	4.6	A_entails_B	B_entails_A	A cheetah is running behind its prey.	A cheetah is running behind its prey.	SEMEVAL	SEMEVAL	TRAIN
1781	A cheetah is quickly running behind its prey.	There is no cheetah quickly running behind its prey	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A cheetah is running behind its prey.	A cheetah is running behind its prey.	SEMEVAL	SEMEVAL	TRAIN
1782	A cheetah is quickly running behind its prey.	A prey is quickly running behind the cheetah	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A cheetah is running behind its prey.	A cheetah is running behind its prey.	SEMEVAL	SEMEVAL	TRAIN
1783	A cheetah is chasing its prey across a field	The cheetah is running quickly behind its prey	NEUTRAL	4.4	A_neutral_B	B_neutral_A	A cheetah chases prey on across a field.	A cheetah is running behind its prey.	SEMEVAL	SEMEVAL	TRAIN
1784	A cheetah is chasing its prey across a field	There is no cheetah quickly running behind its prey	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A cheetah chases prey on across a field.	A cheetah is running behind its prey.	SEMEVAL	SEMEVAL	TRAIN
